snapshot_policy,toa_sport_key,local_kickoff_date,n_events_kickoff_this_local_day,n_distinct_snapshot_requests,n_markets,n_regions,estimated_requests,estimated_credits
t60,soccer_germany_bundesliga,2024-12-13,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-12-13,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-12-13,1,1,2,1,1,20
t60,soccer_epl,2024-12-14,5,2,2,1,2,40
t60,soccer_france_ligue_one,2024-12-14,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-12-14,5,2,2,1,2,40
t60,soccer_italy_serie_a,2024-12-14,3,3,2,1,3,60
t60,soccer_spain_la_liga,2024-12-14,4,4,2,1,4,80
t60,soccer_epl,2024-12-15,4,3,2,1,3,60
t60,soccer_france_ligue_one,2024-12-15,5,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-12-15,3,3,2,1,3,60
t60,soccer_italy_serie_a,2024-12-15,5,4,2,1,4,80
t60,soccer_spain_la_liga,2024-12-15,5,4,2,1,4,80
t60,soccer_epl,2024-12-16,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-12-16,1,1,2,1,1,20
t60,soccer_france_ligue_one,2024-12-18,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-12-18,2,1,2,1,1,20
t60,soccer_germany_bundesliga,2024-12-20,1,1,2,1,1,20
t60,soccer_italy_serie_a,2024-12-20,1,1,2,1,1,20
t60,soccer_spain_la_liga,2024-12-20,1,1,2,1,1,20
t60,soccer_epl,2024-12-21,5,3,2,1,3,60
t60,soccer_germany_bundesliga,2024-12-21,6,2,2,1,2,40
t60,soccer_italy_serie_a,2024-12-21,3,3,2,1,3,60
t60,soccer_spain_la_liga,2024-12-21,4,4,2,1,4,80
t60,soccer_epl,2024-12-22,5,2,2,1,2,40
t60,soccer_germany_bundesliga,2024-12-22,2,2,2,1,2,40
t60,soccer_italy_serie_a,2024-12-22,4,4,2,1,4,80
t60,soccer_spain_la_liga,2024-12-22,5,4,2,1,4,80
t60,soccer_italy_serie_a,2024-12-23,2,2,2,1,2,40
t60,soccer_epl,2024-12-26,8,4,2,1,4,80
t60,soccer_epl,2024-12-27,2,2,2,1,2,40
t60,soccer_italy_serie_a,2024-12-28,4,3,2,1,3,60
t60,soccer_epl,2024-12-29,6,3,2,1,3,60
t60,soccer_italy_serie_a,2024-12-29,4,4,2,1,4,80
t60,soccer_epl,2024-12-30,3,2,2,1,2,40
t60,soccer_italy_serie_a,2024-12-30,2,2,2,1,2,40
t60,soccer_epl,2025-01-01,1,1,2,1,1,20
t60,soccer_france_ligue_one,2025-01-03,1,1,2,1,1,20
t60,soccer_spain_la_liga,2025-01-03,1,1,2,1,1,20
t60,soccer_epl,2025-01-04,7,3,2,1,3,60
t60,soccer_france_ligue_one,2025-01-04,3,3,2,1,3,60
t60,soccer_italy_serie_a,2025-01-04,3,3,2,1,3,60
t60,soccer_epl,2025-01-05,2,2,2,1,2,40
t60,soccer_france_ligue_one,2025-01-05,4,2,2,1,2,40
t60,soccer_italy_serie_a,2025-01-05,4,4,2,1,4,80
t60,soccer_epl,2025-01-06,1,1,2,1,1,20
t60,soccer_france_ligue_one,2025-01-10,2,2,2,1,2,40
t60,soccer_germany_bundesliga,2025-01-10,1,1,2,1,1,20
t60,soccer_italy_serie_a,2025-01-10,1,1,2,1,1,20
t60,soccer_spain_la_liga,2025-01-10,1,1,2,1,1,20
t60,soccer_france_ligue_one,2025-01-11,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-01-11,6,2,2,1,2,40
t60,soccer_italy_serie_a,2025-01-11,4,3,2,1,3,60
t60,soccer_spain_la_liga,2025-01-11,4,4,2,1,4,80
t60,soccer_france_ligue_one,2025-01-12,4,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-01-12,2,2,2,1,2,40
t60,soccer_italy_serie_a,2025-01-12,4,4,2,1,4,80
t60,soccer_spain_la_liga,2025-01-12,2,2,2,1,2,40
t60,soccer_italy_serie_a,2025-01-13,1,1,2,1,1,20
t60,soccer_spain_la_liga,2025-01-13,1,1,2,1,1,20
t60,soccer_epl,2025-01-14,4,2,2,1,2,40
t60,soccer_germany_bundesliga,2025-01-14,4,2,2,1,2,40
t60,soccer_italy_serie_a,2025-01-14,2,2,2,1,2,40
t60,soccer_epl,2025-01-15,4,2,2,1,2,40
t60,soccer_germany_bundesliga,2025-01-15,5,2,2,1,2,40
t60,soccer_italy_serie_a,2025-01-15,1,1,2,1,1,20
t60,soccer_epl,2025-01-16,2,2,2,1,2,40
t60,soccer_france_ligue_one,2025-01-17,2,2,2,1,2,40
t60,soccer_germany_bundesliga,2025-01-17,1,1,2,1,1,20
t60,soccer_italy_serie_a,2025-01-17,1,1,2,1,1,20
t60,soccer_spain_la_liga,2025-01-17,1,1,2,1,1,20
t60,soccer_epl,2025-01-18,5,3,2,1,3,60
t60,soccer_france_ligue_one,2025-01-18,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-01-18,6,2,2,1,2,40
t60,soccer_italy_serie_a,2025-01-18,3,3,2,1,3,60
t60,soccer_spain_la_liga,2025-01-18,4,4,2,1,4,80
t60,soccer_epl,2025-01-19,4,2,2,1,2,40
t60,soccer_france_ligue_one,2025-01-19,4,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-01-19,2,2,2,1,2,40
t60,soccer_italy_serie_a,2025-01-19,5,4,2,1,4,80
t60,soccer_spain_la_liga,2025-01-19,4,4,2,1,4,80
t60,soccer_epl,2025-01-20,1,1,2,1,1,20
t60,soccer_italy_serie_a,2025-01-20,1,1,2,1,1,20
t60,soccer_spain_la_liga,2025-01-20,1,1,2,1,1,20
t60,soccer_france_ligue_one,2025-01-24,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2025-01-24,1,1,2,1,1,20
t60,soccer_italy_serie_a,2025-01-24,1,1,2,1,1,20
t60,soccer_spain_la_liga,2025-01-24,1,1,2,1,1,20
t60,soccer_epl,2025-01-25,6,2,2,1,2,40
t60,soccer_france_ligue_one,2025-01-25,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-01-25,6,2,2,1,2,40
t60,soccer_italy_serie_a,2025-01-25,3,3,2,1,3,60
t60,soccer_spain_la_liga,2025-01-25,4,4,2,1,4,80
t60,soccer_epl,2025-01-26,4,3,2,1,3,60
t60,soccer_france_ligue_one,2025-01-26,5,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-01-26,2,2,2,1,2,40
t60,soccer_italy_serie_a,2025-01-26,4,4,2,1,4,80
t60,soccer_spain_la_liga,2025-01-26,4,4,2,1,4,80
t60,soccer_italy_serie_a,2025-01-27,2,2,2,1,2,40
t60,soccer_spain_la_liga,2025-01-27,1,1,2,1,1,20
t60,soccer_france_ligue_one,2025-01-31,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2025-01-31,1,1,2,1,1,20
t60,soccer_italy_serie_a,2025-01-31,1,1,2,1,1,20
t60,soccer_spain_la_liga,2025-01-31,1,1,2,1,1,20
t60,soccer_epl,2025-02-01,6,3,2,1,3,60
t60,soccer_france_ligue_one,2025-02-01,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-02-01,6,2,2,1,2,40
t60,soccer_italy_serie_a,2025-02-01,4,3,2,1,3,60
t60,soccer_spain_la_liga,2025-02-01,4,4,2,1,4,80
t60,soccer_epl,2025-02-02,3,2,2,1,2,40
t60,soccer_france_ligue_one,2025-02-02,5,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-02-02,2,2,2,1,2,40
t60,soccer_italy_serie_a,2025-02-02,4,4,2,1,4,80
t60,soccer_spain_la_liga,2025-02-02,4,4,2,1,4,80
t60,soccer_epl,2025-02-03,1,1,2,1,1,20
t60,soccer_italy_serie_a,2025-02-03,1,1,2,1,1,20
t60,soccer_spain_la_liga,2025-02-03,1,1,2,1,1,20
t60,soccer_italy_serie_a,2025-02-06,1,1,2,1,1,20
t60,soccer_france_ligue_one,2025-02-07,2,2,2,1,2,40
t60,soccer_germany_bundesliga,2025-02-07,1,1,2,1,1,20
t60,soccer_italy_serie_a,2025-02-07,1,1,2,1,1,20
t60,soccer_spain_la_liga,2025-02-07,1,1,2,1,1,20
t60,soccer_france_ligue_one,2025-02-08,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-02-08,6,2,2,1,2,40
t60,soccer_italy_serie_a,2025-02-08,3,3,2,1,3,60
t60,soccer_spain_la_liga,2025-02-08,4,4,2,1,4,80
t60,soccer_france_ligue_one,2025-02-09,4,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-02-09,2,2,2,1,2,40
t60,soccer_italy_serie_a,2025-02-09,5,4,2,1,4,80
t60,soccer_spain_la_liga,2025-02-09,4,4,2,1,4,80
t60,soccer_italy_serie_a,2025-02-10,1,1,2,1,1,20
t60,soccer_spain_la_liga,2025-02-10,1,1,2,1,1,20
t60,soccer_epl,2025-02-12,1,1,2,1,1,20
t60,soccer_epl,2025-02-14,1,1,2,1,1,20
t60,soccer_france_ligue_one,2025-02-14,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2025-02-14,1,1,2,1,1,20
t60,soccer_italy_serie_a,2025-02-14,1,1,2,1,1,20
t60,soccer_spain_la_liga,2025-02-14,1,1,2,1,1,20
t60,soccer_epl,2025-02-15,7,3,2,1,3,60
t60,soccer_france_ligue_one,2025-02-15,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-02-15,5,2,2,1,2,40
t60,soccer_italy_serie_a,2025-02-15,3,3,2,1,3,60
t60,soccer_spain_la_liga,2025-02-15,4,4,2,1,4,80
t60,soccer_epl,2025-02-16,2,2,2,1,2,40
t60,soccer_france_ligue_one,2025-02-16,5,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-02-16,3,3,2,1,3,60
t60,soccer_italy_serie_a,2025-02-16,5,4,2,1,4,80
t60,soccer_spain_la_liga,2025-02-16,4,4,2,1,4,80
t60,soccer_italy_serie_a,2025-02-17,1,1,2,1,1,20
t60,soccer_spain_la_liga,2025-02-17,1,1,2,1,1,20
t60,soccer_epl,2025-02-19,1,1,2,1,1,20
t60,soccer_epl,2025-02-21,1,1,2,1,1,20
t60,soccer_france_ligue_one,2025-02-21,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2025-02-21,1,1,2,1,1,20
t60,soccer_italy_serie_a,2025-02-21,1,1,2,1,1,20
t60,soccer_spain_la_liga,2025-02-21,1,1,2,1,1,20
t60,soccer_epl,2025-02-22,7,3,2,1,3,60
t60,soccer_france_ligue_one,2025-02-22,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-02-22,5,2,2,1,2,40
t60,soccer_italy_serie_a,2025-02-22,4,3,2,1,3,60
t60,soccer_spain_la_liga,2025-02-22,4,4,2,1,4,80
t60,soccer_epl,2025-02-23,2,2,2,1,2,40
t60,soccer_france_ligue_one,2025-02-23,5,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-02-23,3,3,2,1,3,60
t60,soccer_italy_serie_a,2025-02-23,4,4,2,1,4,80
t60,soccer_spain_la_liga,2025-02-23,4,4,2,1,4,80
t60,soccer_italy_serie_a,2025-02-24,1,1,2,1,1,20
t60,soccer_spain_la_liga,2025-02-24,1,1,2,1,1,20
t60,soccer_epl,2025-02-25,4,2,2,1,2,40
t60,soccer_epl,2025-02-26,5,2,2,1,2,40
t60,soccer_epl,2025-02-27,1,1,2,1,1,20
t60,soccer_italy_serie_a,2025-02-27,1,1,2,1,1,20
t60,soccer_france_ligue_one,2025-02-28,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2025-02-28,1,1,2,1,1,20
t60,soccer_italy_serie_a,2025-02-28,1,1,2,1,1,20
t60,soccer_spain_la_liga,2025-02-28,1,1,2,1,1,20
t60,soccer_france_ligue_one,2025-03-01,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-03-01,6,2,2,1,2,40
t60,soccer_italy_serie_a,2025-03-01,3,3,2,1,3,60
t60,soccer_spain_la_liga,2025-03-01,4,4,2,1,4,80
t60,soccer_france_ligue_one,2025-03-02,5,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-03-02,2,2,2,1,2,40
t60,soccer_italy_serie_a,2025-03-02,5,4,2,1,4,80
t60,soccer_spain_la_liga,2025-03-02,4,4,2,1,4,80
t60,soccer_italy_serie_a,2025-03-03,1,1,2,1,1,20
t60,soccer_france_ligue_one,2025-03-07,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2025-03-07,1,1,2,1,1,20
t60,soccer_italy_serie_a,2025-03-07,1,1,2,1,1,20
t60,soccer_epl,2025-03-08,6,4,2,1,4,80
t60,soccer_france_ligue_one,2025-03-08,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-03-08,6,2,2,1,2,40
t60,soccer_italy_serie_a,2025-03-08,4,3,2,1,3,60
t60,soccer_spain_la_liga,2025-03-08,3,3,2,1,3,60
t60,soccer_epl,2025-03-09,3,2,2,1,2,40
t60,soccer_france_ligue_one,2025-03-09,5,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-03-09,2,2,2,1,2,40
t60,soccer_italy_serie_a,2025-03-09,4,4,2,1,4,80
t60,soccer_spain_la_liga,2025-03-09,5,4,2,1,4,80
t60,soccer_epl,2025-03-10,1,1,2,1,1,20
t60,soccer_italy_serie_a,2025-03-10,1,1,2,1,1,20
t60,soccer_spain_la_liga,2025-03-10,1,1,2,1,1,20
t60,soccer_france_ligue_one,2025-03-14,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2025-03-14,1,1,2,1,1,20
t60,soccer_italy_serie_a,2025-03-14,1,1,2,1,1,20
t60,soccer_spain_la_liga,2025-03-14,1,1,2,1,1,20
t60,soccer_epl,2025-03-15,5,2,2,1,2,40
t60,soccer_france_ligue_one,2025-03-15,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-03-15,5,2,2,1,2,40
t60,soccer_italy_serie_a,2025-03-15,4,3,2,1,3,60
t60,soccer_spain_la_liga,2025-03-15,4,4,2,1,4,80
t60,soccer_epl,2025-03-16,3,2,2,1,2,40
t60,soccer_france_ligue_one,2025-03-16,5,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-03-16,3,3,2,1,3,60
t60,soccer_italy_serie_a,2025-03-16,5,5,2,1,5,100
t60,soccer_spain_la_liga,2025-03-16,5,4,2,1,4,80
t60,soccer_spain_la_liga,2025-03-27,1,1,2,1,1,20
t60,soccer_france_ligue_one,2025-03-28,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2025-03-28,1,1,2,1,1,20
t60,soccer_france_ligue_one,2025-03-29,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-03-29,6,2,2,1,2,40
t60,soccer_italy_serie_a,2025-03-29,4,3,2,1,3,60
t60,soccer_spain_la_liga,2025-03-29,4,4,2,1,4,80
t60,soccer_france_ligue_one,2025-03-30,5,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-03-30,2,2,2,1,2,40
t60,soccer_italy_serie_a,2025-03-30,4,4,2,1,4,80
t60,soccer_spain_la_liga,2025-03-30,5,4,2,1,4,80
t60,soccer_italy_serie_a,2025-03-31,2,2,2,1,2,40
t60,soccer_spain_la_liga,2025-03-31,1,1,2,1,1,20
t60,soccer_epl,2025-04-01,3,2,2,1,2,40
t60,soccer_epl,2025-04-02,6,2,2,1,2,40
t60,soccer_epl,2025-04-03,1,1,2,1,1,20
t60,soccer_france_ligue_one,2025-04-04,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2025-04-04,1,1,2,1,1,20
t60,soccer_italy_serie_a,2025-04-04,1,1,2,1,1,20
t60,soccer_spain_la_liga,2025-04-04,1,1,2,1,1,20
t60,soccer_epl,2025-04-05,5,3,2,1,3,60
t60,soccer_france_ligue_one,2025-04-05,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-04-05,6,2,2,1,2,40
t60,soccer_italy_serie_a,2025-04-05,3,3,2,1,3,60
t60,soccer_spain_la_liga,2025-04-05,4,4,2,1,4,80
t60,soccer_epl,2025-04-06,4,2,2,1,2,40
t60,soccer_france_ligue_one,2025-04-06,5,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-04-06,2,2,2,1,2,40
t60,soccer_italy_serie_a,2025-04-06,5,4,2,1,4,80
t60,soccer_spain_la_liga,2025-04-06,4,4,2,1,4,80
t60,soccer_epl,2025-04-07,1,1,2,1,1,20
t60,soccer_italy_serie_a,2025-04-07,1,1,2,1,1,20
t60,soccer_spain_la_liga,2025-04-07,1,1,2,1,1,20
t60,soccer_france_ligue_one,2025-04-11,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2025-04-11,1,1,2,1,1,20
t60,soccer_italy_serie_a,2025-04-11,1,1,2,1,1,20
t60,soccer_spain_la_liga,2025-04-11,1,1,2,1,1,20
t60,soccer_epl,2025-04-12,5,3,2,1,3,60
t60,soccer_france_ligue_one,2025-04-12,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-04-12,6,2,2,1,2,40
t60,soccer_italy_serie_a,2025-04-12,3,3,2,1,3,60
t60,soccer_spain_la_liga,2025-04-12,4,4,2,1,4,80
t60,soccer_epl,2025-04-13,4,2,2,1,2,40
t60,soccer_france_ligue_one,2025-04-13,4,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-04-13,2,2,2,1,2,40
t60,soccer_italy_serie_a,2025-04-13,5,4,2,1,4,80
t60,soccer_spain_la_liga,2025-04-13,4,4,2,1,4,80
t60,soccer_epl,2025-04-14,1,1,2,1,1,20
t60,soccer_italy_serie_a,2025-04-14,1,1,2,1,1,20
t60,soccer_spain_la_liga,2025-04-14,1,1,2,1,1,20
t60,soccer_epl,2025-04-16,1,1,2,1,1,20
t60,soccer_france_ligue_one,2025-04-18,1,1,2,1,1,20
t60,soccer_spain_la_liga,2025-04-18,1,1,2,1,1,20
t60,soccer_epl,2025-04-19,5,2,2,1,2,40
t60,soccer_france_ligue_one,2025-04-19,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-04-19,6,2,2,1,2,40
t60,soccer_italy_serie_a,2025-04-19,3,3,2,1,3,60
t60,soccer_spain_la_liga,2025-04-19,4,4,2,1,4,80
t60,soccer_epl,2025-04-20,4,2,2,1,2,40
t60,soccer_france_ligue_one,2025-04-20,5,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-04-20,3,3,2,1,3,60
t60,soccer_italy_serie_a,2025-04-20,3,3,2,1,3,60
t60,soccer_spain_la_liga,2025-04-20,4,4,2,1,4,80
t60,soccer_epl,2025-04-21,1,1,2,1,1,20
t60,soccer_spain_la_liga,2025-04-21,1,1,2,1,1,20
t60,soccer_epl,2025-04-22,1,1,2,1,1,20
t60,soccer_france_ligue_one,2025-04-22,1,1,2,1,1,20
t60,soccer_spain_la_liga,2025-04-22,2,2,2,1,2,40
t60,soccer_epl,2025-04-23,1,1,2,1,1,20
t60,soccer_italy_serie_a,2025-04-23,4,1,2,1,1,20
t60,soccer_spain_la_liga,2025-04-23,4,2,2,1,2,40
t60,soccer_spain_la_liga,2025-04-24,4,2,2,1,2,40
t60,soccer_france_ligue_one,2025-04-25,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2025-04-25,1,1,2,1,1,20
t60,soccer_epl,2025-04-26,5,2,2,1,2,40
t60,soccer_france_ligue_one,2025-04-26,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-04-26,6,2,2,1,2,40
t60,soccer_epl,2025-04-27,2,2,2,1,2,40
t60,soccer_france_ligue_one,2025-04-27,5,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-04-27,2,2,2,1,2,40
t60,soccer_italy_serie_a,2025-04-27,7,4,2,1,4,80
t60,soccer_spain_la_liga,2025-04-27,1,1,2,1,1,20
t60,soccer_italy_serie_a,2025-04-28,3,2,2,1,2,40
t60,soccer_epl,2025-05-01,1,1,2,1,1,20
t60,soccer_epl,2025-05-02,1,1,2,1,1,20
t60,soccer_france_ligue_one,2025-05-02,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2025-05-02,1,1,2,1,1,20
t60,soccer_italy_serie_a,2025-05-02,1,1,2,1,1,20
t60,soccer_spain_la_liga,2025-05-02,1,1,2,1,1,20
t60,soccer_epl,2025-05-03,4,3,2,1,3,60
t60,soccer_france_ligue_one,2025-05-03,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-05-03,5,2,2,1,2,40
t60,soccer_italy_serie_a,2025-05-03,4,3,2,1,3,60
t60,soccer_spain_la_liga,2025-05-03,4,4,2,1,4,80
t60,soccer_epl,2025-05-04,4,2,2,1,2,40
t60,soccer_france_ligue_one,2025-05-04,5,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-05-04,3,3,2,1,3,60
t60,soccer_italy_serie_a,2025-05-04,4,4,2,1,4,80
t60,soccer_spain_la_liga,2025-05-04,4,4,2,1,4,80
t60,soccer_epl,2025-05-05,1,1,2,1,1,20
t60,soccer_italy_serie_a,2025-05-05,1,1,2,1,1,20
t60,soccer_spain_la_liga,2025-05-05,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2025-05-09,1,1,2,1,1,20
t60,soccer_italy_serie_a,2025-05-09,1,1,2,1,1,20
t60,soccer_spain_la_liga,2025-05-09,1,1,2,1,1,20
t60,soccer_epl,2025-05-10,5,2,2,1,2,40
t60,soccer_france_ligue_one,2025-05-10,9,1,2,1,1,20
t60,soccer_germany_bundesliga,2025-05-10,5,2,2,1,2,40
t60,soccer_italy_serie_a,2025-05-10,3,3,2,1,3,60
t60,soccer_spain_la_liga,2025-05-10,5,4,2,1,4,80
t60,soccer_epl,2025-05-11,5,3,2,1,3,60
t60,soccer_germany_bundesliga,2025-05-11,3,3,2,1,3,60
t60,soccer_italy_serie_a,2025-05-11,4,4,2,1,4,80
t60,soccer_spain_la_liga,2025-05-11,4,4,2,1,4,80
t60,soccer_italy_serie_a,2025-05-12,2,2,2,1,2,40
t60,soccer_spain_la_liga,2025-05-13,3,3,2,1,3,60
t60,soccer_spain_la_liga,2025-05-14,3,2,2,1,2,40
t60,soccer_spain_la_liga,2025-05-15,4,2,2,1,2,40
t60,soccer_epl,2025-05-16,2,2,2,1,2,40
t60,soccer_france_ligue_one,2025-05-17,9,1,2,1,1,20
t60,soccer_germany_bundesliga,2025-05-17,9,1,2,1,1,20
t60,soccer_italy_serie_a,2025-05-17,1,1,2,1,1,20
t60,soccer_epl,2025-05-18,5,4,2,1,4,80
t60,soccer_italy_serie_a,2025-05-18,9,1,2,1,1,20
t60,soccer_spain_la_liga,2025-05-18,10,1,2,1,1,20
t60,soccer_epl,2025-05-19,1,1,2,1,1,20
t60,soccer_epl,2025-05-20,2,1,2,1,1,20
t60,soccer_italy_serie_a,2025-05-23,2,1,2,1,1,20
t60,soccer_spain_la_liga,2025-05-23,1,1,2,1,1,20
t60,soccer_italy_serie_a,2025-05-24,2,2,2,1,2,40
t60,soccer_spain_la_liga,2025-05-24,6,3,2,1,3,60
t60,soccer_epl,2025-05-25,10,1,2,1,1,20
t60,soccer_italy_serie_a,2025-05-25,6,1,2,1,1,20
t60,soccer_spain_la_liga,2025-05-25,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2026-04-05,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2026-04-06,124,31,2,1,31,620
t60,soccer_germany_bundesliga,2026-04-07,43,16,2,1,16,320
t60,soccer_germany_bundesliga,2026-04-08,39,14,2,1,14,280
t60,soccer_epl,2026-04-10,1,1,2,1,1,20
t60,soccer_france_ligue_one,2026-04-10,2,2,2,1,2,40
t60,soccer_germany_bundesliga,2026-04-10,1,1,2,1,1,20
t60,soccer_italy_serie_a,2026-04-10,1,1,2,1,1,20
t60,soccer_spain_la_liga,2026-04-10,1,1,2,1,1,20
t60,soccer_epl,2026-04-11,4,3,2,1,3,60
t60,soccer_france_ligue_one,2026-04-11,2,2,2,1,2,40
t60,soccer_germany_bundesliga,2026-04-11,5,2,2,1,2,40
t60,soccer_italy_serie_a,2026-04-11,4,3,2,1,3,60
t60,soccer_spain_la_liga,2026-04-11,4,4,2,1,4,80
t60,soccer_epl,2026-04-12,4,2,2,1,2,40
t60,soccer_france_ligue_one,2026-04-12,3,2,2,1,2,40
t60,soccer_germany_bundesliga,2026-04-12,3,3,2,1,3,60
t60,soccer_italy_serie_a,2026-04-12,4,4,2,1,4,80
t60,soccer_spain_la_liga,2026-04-12,4,4,2,1,4,80
t60,soccer_epl,2026-04-13,1,1,2,1,1,20
t60,soccer_italy_serie_a,2026-04-13,1,1,2,1,1,20
t60,soccer_spain_la_liga,2026-04-13,1,1,2,1,1,20
t60,soccer_france_ligue_one,2026-04-17,1,1,2,1,1,20
t60,soccer_germany_bundesliga,2026-04-17,1,1,2,1,1,20
t60,soccer_italy_serie_a,2026-04-17,2,2,2,1,2,40
t60,soccer_epl,2026-04-18,5,4,2,1,4,80
t60,soccer_france_ligue_one,2026-04-18,3,3,2,1,3,60
t60,soccer_germany_bundesliga,2026-04-18,5,2,2,1,2,40
t60,soccer_italy_serie_a,2026-04-18,3,3,2,1,3,60
t60,soccer_epl,2026-04-19,4,2,2,1,2,40
t60,soccer_france_ligue_one,2026-04-19,5,3,2,1,3,60
t60,soccer_germany_bundesliga,2026-04-19,3,3,2,1,3,60
t60,soccer_italy_serie_a,2026-04-19,4,4,2,1,4,80
t60,soccer_epl,2026-04-20,1,1,2,1,1,20
t60,soccer_italy_serie_a,2026-04-20,1,1,2,1,1,20
t60,soccer_epl,2026-04-21,1,1,2,1,1,20
t60,soccer_spain_la_liga,2026-04-21,4,2,2,1,2,40
t60,soccer_epl,2026-04-22,2,1,2,1,1,20
t60,soccer_france_ligue_one,2026-04-22,1,1,2,1,1,20
t60,soccer_spain_la_liga,2026-04-22,3,3,2,1,3,60
